S.No,Tag UID,Cluster,Plant,Line,Plant SAP Code,Section,Section Number,Equipment Group,Equipment Subtype,Tag Name,Source Item ID,Path,Address,Description,Unit Of Measurement,Min,Max,UCL,LCL,Tag Type,Data Source,Variable Type,Location,Control Variable,Feeder Variable,Variable Group,Criticality,Sampling Interval,Process,Mechanical,E_I,Quality,Safety,Environmental,Cutoff,Make_Supplier,Delta Minimum,Historian Code,KPI
,C-SDCW2-CL1-R-PV-472FN2_ST01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN2_ST01,,ns=2;s=1:472FN2_ST01?Value,,"Cooler Fan-2, Speed",RPM,0,1492.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,1.0,,,,,
,C-SDCW2-CL1-F-PC-472FN3_FT01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN3_FT01,,ns=2;s=1:472FN3_FT01?Value,,"Cooler Fan-3,  Flow",m3/min,0,1600.0,,,Analog,Sensor,Flow,,,,Controlled Variable (PC),High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-I-PV-472FN3_IT01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN3_IT01,,ns=2;s=1:472FN3_IT01?Value,,"Cooler Fan-3, VVFC Current",Amps,0,663.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-P-PV-472FN3_PT01,Central,SDCW,2,SD01,Cooler,1,Cooler,Others,472FN3_PT01,,ns=2;s=1:472FN3_PT01?Value,,EXTANALOG03,mmWG,0,1000.0,,,Analog,Sensor,Pressure,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-R-PV-472FN3_ST01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN3_ST01,,ns=2;s=1:472FN3_ST01?Value,,"Cooler Fan-3, Speed",RPM,0,1492.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,1.0,,,,,
,C-SDCW2-CL1-F-PC-472FN4_FT01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN4_FT01,,ns=2;s=1:472FN4_FT01?Value,,"Cooler Fan-4,  Flow",m3/min,0,1500.0,,,Analog,Sensor,Flow,,,,Controlled Variable (PC),High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-I-PV-472FN4_IT01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN4_IT01,,ns=2;s=1:472FN4_IT01?Value,,"Cooler Fan-4, VVFC Current",Amps,0,612.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-P-PV-472FN4_PT01,Central,SDCW,2,SD01,Cooler,1,Cooler,Others,472FN4_PT01,,ns=2;s=1:472FN4_PT01?Value,,EXTANALOG04,mmWG,0,1000.0,,,Analog,Sensor,Pressure,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-R-PV-472FN4_ST01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN4_ST01,,ns=2;s=1:472FN4_ST01?Value,,"Cooler Fan-4, Speed",RPM,0,1494.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,1.0,,,,,
,C-SDCW2-CL1-F-PC-472FN5_FT01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN5_FT01,,ns=2;s=1:472FN5_FT01?Value,,"Cooler Fan-5,  Flow",m3/min,0,1450.0,,,Analog,Sensor,Flow,,,,Controlled Variable (PC),High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-I-PV-472FN5_IT01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN5_IT01,,ns=2;s=1:472FN5_IT01?Value,,"Cooler Fan-5, VVFC Current",Amps,0,503.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-P-PV-472FN5_PT01,Central,SDCW,2,SD01,Cooler,1,Cooler,Others,472FN5_PT01,,ns=2;s=1:472FN5_PT01?Value,,EXTANALOG05,mmWG,0,1000.0,,,Analog,Sensor,Pressure,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-R-PV-472FN5_ST01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN5_ST01,,ns=2;s=1:472FN5_ST01?Value,,"Cooler Fan-5, Speed",RPM,0,1494.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,1.0,,,,,
,C-SDCW2-CL1-F-PC-472FN6_FT01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN6_FT01,,ns=2;s=1:472FN6_FT01?Value,,"Cooler Fan-6,  Flow",m3/min,0,1450.0,,,Analog,Sensor,Flow,,,,Controlled Variable (PC),High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-I-PV-472FN6_IT01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN6_IT01,,ns=2;s=1:472FN6_IT01?Value,,"Cooler Fan-6, VVFC Current",Amps,0,503.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-P-PV-472FN6_PT01,Central,SDCW,2,SD01,Cooler,1,Cooler,Others,472FN6_PT01,,ns=2;s=1:472FN6_PT01?Value,,EXTANALOG06,mmWG,0,1000.0,,,Analog,Sensor,Pressure,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-R-PV-472FN6_ST01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN6_ST01,,ns=2;s=1:472FN6_ST01?Value,,"Cooler Fan-6, Speed",RPM,0,1494.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,1.0,,,,,
,C-SDCW2-CL1-F-PC-472FN7_FT01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN7_FT01,,ns=2;s=1:472FN7_FT01?Value,,"Cooler Fan-7,  Flow",m3/min,0,1100.0,,,Analog,Sensor,Flow,,,,Controlled Variable (PC),High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-I-PV-472FN7_IT01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN7_IT01,,ns=2;s=1:472FN7_IT01?Value,,"Cooler Fan-7, VVFC Current",Amps,0,379.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-P-PV-472FN7_PT01,Central,SDCW,2,SD01,Cooler,1,Cooler,Others,472FN7_PT01,,ns=2;s=1:472FN7_PT01?Value,,EXTANALOG07,mmWG,0,1000.0,,,Analog,Sensor,Pressure,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-R-PV-472FN7_ST01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN7_ST01,,ns=2;s=1:472FN7_ST01?Value,,"Cooler Fan-7, Speed",RPM,0,1490.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,1.0,,,,,
,C-SDCW2-CL1-F-PC-472FN8_FT01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN8_FT01,,ns=2;s=1:472FN8_FT01?Value,,Cooler Fan-8,m3/min,0,1100.0,,,Analog,Sensor,Flow,,,,Controlled Variable (PC),High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-I-PV-472FN8_IT01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN8_IT01,,ns=2;s=1:472FN8_IT01?Value,,"Cooler Fan-8, VVFC Current",Amps,0,305.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-P-PV-472FN8_PT01,Central,SDCW,2,SD01,Cooler,1,Cooler,Others,472FN8_PT01,,ns=2;s=1:472FN8_PT01?Value,,EXTANALOG08,mmWG,0,1000.0,,,Analog,Sensor,Pressure,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-R-PV-472FN8_ST01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FN8_ST01,,ns=2;s=1:472FN8_ST01?Value,,"Cooler Fan-8, Speed",RPM,0,1494.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,1.0,,,,,
,C-SDCW2-CL1-I-PV-472FNB_IT01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_IT01,,ns=2;s=1:472FNB_IT01?Value,,"Cooler Vent Fan, Current",Amps,0,608.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-P-CSP-472FNB_SP01_SPA,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_SP01_SPA,,ns=2;s=1:472FNB_SP01_SPA?Value,,"Cooler Vent Fan, Speed Ref",mmWG,-100,100.0,,,Analog,Sensor,Pressure,,,,Controller SP,Low,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-R-PV-472FNB_ST01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_ST01,,ns=2;s=1:472FNB_ST01?Value,,"Cooler Vent Fan, Speed",RPM,0,1000.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,1.0,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TB01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TB01,,ns=2;s=1:472FNB_TB01?Value,,"Cooler Vent Fan,Mtr Brg Temp(DE)",Deg C,0,150.0,,,Analog,Sensor,Temperature,DE+DE Bearing,,,PV,High,3s,,1.0,,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TB02,Central,SDCW,2,SD01,Cooler,1,Fan,Process Fan,472FNB_TB02,,ns=2;s=1:472FNB_TB02?Value,,"CoolerVent Fan,Mtr Brg Temp(NDE)",Deg C,0,150.0,,,Analog,Sensor,Temperature,NDE+NDE Bearing,,,PV,High,3s,,1.0,,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TB03,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TB03,,ns=2;s=1:472FNB_TB03?Value,,"Cooler Vent Fan, Fan Brg. Temp-1",Deg C,0,150.0,,,Analog,Sensor,Temperature,Bearing,,,PV,High,3s,,1.0,,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TB04,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TB04,,ns=2;s=1:472FNB_TB04?Value,,"Cooler Vent Fan, Fan Brg. Temp-2",Deg C,0,150.0,,,Analog,Sensor,Temperature,Bearing,,,PV,High,3s,,1.0,,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TW01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TW01,,ns=2;s=1:472FNB_TW01?Value,,"Cooler Vent Fan, Mtr Wdg Temp",Deg C,0,150.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TW02,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TW02,,ns=2;s=1:472FNB_TW02?Value,,"Cooler Vent Fan, Mtr Wdg Temp",Deg C,0,150.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TW03,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TW03,,ns=2;s=1:472FNB_TW03?Value,,"Cooler Vent Fan, Mtr Wdg Temp",Deg C,0,150.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TW04,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TW04,,ns=2;s=1:472FNB_TW04?Value,,"Cooler Vent Fan, Mtr Wdg Temp",Deg C,0,150.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TW05,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TW05,,ns=2;s=1:472FNB_TW05?Value,,"Cooler Vent Fan, Mtr Wdg Temp",Deg C,0,150.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TW06,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TW06,,ns=2;s=1:472FNB_TW06?Value,,"Cooler Vent Fan, Mtr Wdg Temp",Deg C,0,150.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TW07,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TW07,,ns=2;s=1:472FNB_TW07?Value,,"Cooler Vent Fan, Mtr Wdg Temp",Deg C,0,150.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TW08,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TW08,,ns=2;s=1:472FNB_TW08?Value,,"Cooler Vent Fan, Mtr Wdg Temp",Deg C,0,150.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TW09,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TW09,,ns=2;s=1:472FNB_TW09?Value,,"Cooler Vent Fan, Mtr Wdg Temp",Deg C,0,150.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TW0A,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TW0A,,ns=2;s=1:472FNB_TW0A?Value,,"Cooler Vent Fan, Mtr Wdg Temp",Deg C,0,150.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TW0B,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TW0B,,ns=2;s=1:472FNB_TW0B?Value,,"Cooler Vent Fan, Mtr Wdg Temp",Deg C,0,150.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,C-SDCW2-CL1-T-PV-472FNB_TW0C,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_TW0C,,ns=2;s=1:472FNB_TW0C?Value,,"Cooler Vent Fan, Mtr Wdg Temp",Deg C,0,150.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,C-SDCW2-CL1-X-PV-472FNB_VT01,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_VT01,,ns=2;s=1:472FNB_VT01?Value,,"Cooler Vent Fan,DE Vibration (Y)",mm/sec,0,25.0,,,Analog,Sensor,Vibration,DE,,,PV,High,3s,1.0,1.0,,,1.0,,,,,,
,C-SDCW2-CL1-X-PV-472FNB_VT02,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_VT02,,ns=2;s=1:472FNB_VT02?Value,,"Cooler Vent Fan,DE Vibration(X)",mm/sec,0,50.0,,,Analog,Sensor,Vibration,DE,,,PV,High,3s,1.0,1.0,,,1.0,,,,,,
,C-SDCW2-CL1-X-PV-472FNB_VT03,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_VT03,,ns=2;s=1:472FNB_VT03?Value,,"Cooler Vent Fan,DE Vibration (Y)",mm/sec,0,20.0,,,Analog,Sensor,Vibration,DE,,,PV,High,3s,1.0,1.0,,,1.0,,,,,,
,C-SDCW2-CL1-X-PV-472FNB_VT04,Central,SDCW,2,SD01,Cooler,1,Fan,Cooler Fan+Process Fan,472FNB_VT04,,ns=2;s=1:472FNB_VT04?Value,,"Cooler Vent Fan,NDE Vibration(X)",mm/sec,0,20.0,,,Analog,Sensor,Vibration,NDE,,,PV,High,3s,1.0,1.0,,,1.0,,,,,,
,C-SDCW2-CL1-P-PV-472HY1_PT01,Central,SDCW,2,SD01,Cooler,1,Hydraullic System,Others,472HY1_PT01,,ns=2;s=1:472HY1_PT01?Value,,"Cooler Hyd Pnl, Oil Press at Dri",Bar,0,400.0,,,Analog,Sensor,Pressure,,,,PV,High,3s,1.0,1.0,,,,,,,,,
,C-SDCW2-CL1-P-PV-472HY1_PT02,Central,SDCW,2,SD01,Cooler,1,Hydraullic System,Others,472HY1_PT02,,ns=2;s=1:472HY1_PT02?Value,,"Cooler Hyd Pnl, Oil Press at Dri",Bar,0,400.0,,,Analog,Sensor,Pressure,,,,PV,High,3s,1.0,1.0,,,,,,,,,
,C-SDCW2-CL1-P-PV-472HY1_PT03,Central,SDCW,2,SD01,Cooler,1,Hydraullic System,Others,472HY1_PT03,,ns=2;s=1:472HY1_PT03?Value,,"Cooler Hyd Pnl, Oil Press at Dri",Bar,0,400.0,,,Analog,Sensor,Pressure,,,,PV,High,3s,1.0,1.0,,,,,,,,,
,C-SDCW2-CL1-P-CSP-472HY1_SP02_SPA,Central,SDCW,2,SD01,Cooler,1,Hydraullic System,Others,472HY1_SP02_SPA,,ns=2;s=1:472HY1_SP02_SPA?Value,,"Cooler Hyd Pnl, Speed Ref for dr",mmWG,0,1000.0,,,Analog,Sensor,Pressure,,,,Controller SP,Low,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-R-PV-472HY1_ST01,Central,SDCW,2,SD01,Cooler,1,Hydraullic System,Others,472HY1_ST01,,ns=2;s=1:472HY1_ST01?Value,,"Cooler Hyd Pnl, Actual Speed Dri",SPM,0,30.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-R-PV-472HY1_ST02,Central,SDCW,2,SD01,Cooler,1,Hydraullic System,Others,472HY1_ST02,,ns=2;s=1:472HY1_ST02?Value,,"Cooler Hyd Pnl, Actual Speed Dri",SPM,0,30.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-R-PV-472HY1_ST03,Central,SDCW,2,SD01,Cooler,1,Hydraullic System,Others,472HY1_ST03,,ns=2;s=1:472HY1_ST03?Value,,"Cooler Hyd Pnl, Actual Speed Dri",SPM,0,30.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-P-PV-472KH1_PT01,Central,SDCW,2,SD01,Cooler,1,Kiln,Hood,472KH1_PT01,,ns=2;s=1:472KH1_PT01?Value,,"Kiln Hood,  Press",mmWG,-20,20.0,,,Analog,Sensor,Pressure,,,,PV,,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-P-PC-472KH1_PT01_,Central,SDCW,2,SD01,Cooler,1,Kiln,Hood,472KH1_PT01_,,ns=2;s=1:472KH1_PT01_?Value,,Kiln Hood Pressure,mmWG,-100,100.0,,,Analog,Sensor,Pressure,,,,Controlled Variable (PC),High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-T-PV-472KH1_TT01,Central,SDCW,2,SD01,Cooler,1,Kiln,Hood,472KH1_TT01,,ns=2;s=1:472KH1_TT01?Value,,"Kiln Hood,  temp",Deg C,0,1400.0,,,Analog,Sensor,Temperature,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-I-PV-472TR1_IT01,Central,SDCW,2,SD01,Cooler,1,Dust Collector+Utility,ESP+Transformer,472TR1_IT01,,ns=2;s=1:472TR1_IT01?Value,,"ESP Transformer-1,TR set Current",mAmps,0,900.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-O-PV-472TR1_KV,Central,SDCW,2,SD01,Cooler,1,Dust Collector+Utility,ESP+Transformer,472TR1_KV,,ns=2;s=1:472TR1_KV?Value,,"ESP Transformer-1, TR Set KV",kV,0,80.0,,,Analog,Sensor,Others,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-I-PV-472TR2_IT01,Central,SDCW,2,SD01,Cooler,1,Dust Collector+Utility,ESP+Transformer,472TR2_IT01,,ns=2;s=1:472TR2_IT01?Value,,"ESP Transformer-2, TR set Curren",mAmps,0,900.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-O-PV-472TR2_KV,Central,SDCW,2,SD01,Cooler,1,Dust Collector+Utility,ESP+Transformer,472TR2_KV,,ns=2;s=1:472TR2_KV?Value,,"ESP Transformer-2, TR Set KV",kV,0,80.0,,,Analog,Sensor,Others,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-I-PV-472TR3_IT01,Central,SDCW,2,SD01,Cooler,1,Dust Collector+Utility,ESP+Transformer,472TR3_IT01,,ns=2;s=1:472TR3_IT01?Value,,"ESP Transformer-3, TR set Curren",mAmps,0,900.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-O-PV-472TR3_KV,Central,SDCW,2,SD01,Cooler,1,Dust Collector+Utility,ESP+Transformer,472TR3_KV,,ns=2;s=1:472TR3_KV?Value,,"ESP Transformer-3, TR Set KV",kV,0,80.0,,,Analog,Sensor,Others,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-I-PV-472TR4_IT01,Central,SDCW,2,SD01,Cooler,1,Dust Collector+Utility,ESP+Transformer,472TR4_IT01,,ns=2;s=1:472TR4_IT01?Value,,"ESP Transformer-4, TR set Curren",mAmps,0,900.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-O-PV-472TR4_KV,Central,SDCW,2,SD01,Cooler,1,Dust Collector+Utility,ESP+Transformer,472TR4_KV,,ns=2;s=1:472TR4_KV?Value,,"ESP Transformer-4, TR Set KV",kV,0,80.0,,,Analog,Sensor,Others,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-I-PV-472TR5_IT01,Central,SDCW,2,SD01,Cooler,1,Dust Collector+Utility,ESP+Transformer,472TR5_IT01,,ns=2;s=1:472TR5_IT01?Value,,"ESP Transformer-5, TR set Curren",mAmps,0,900.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-O-PV-472TR5_KV,Central,SDCW,2,SD01,Cooler,1,Dust Collector+Utility,ESP+Transformer,472TR5_KV,,ns=2;s=1:472TR5_KV?Value,,"ESP Transformer-5, TR Set KV",kV,0,80.0,,,Analog,Sensor,Others,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-F-PV-472WI1_FT01,Central,SDCW,2,SD01,Cooler,1,Cooler,Water Spray,472WI1_FT01,,ns=2;s=1:472WI1_FT01?Value,,"Cooler Water Spray, Flow",m3/hr,0,30.0,,,Analog,Sensor,Flow,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-P-PV-482BF2N2_PT01,Central,SDCW,2,SD01,Cooler,1,Dust Collector,Bag Filter,482BF2N2_PT01,,ns=2;s=1:482BF2N2_PT01?Value,,N2 Pressure For Bag Filter,Bar,0,10.0,,,Analog,Sensor,Pressure,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-F-PV-482DRW1_FT01,Central,SDCW,2,SD01,Cooler,1,Cooler,Others,482DRW1_FT01,,ns=2;s=1:482DRW1_FT01?Value,,Rotar Weighfeeder Feed Rate,TPH,0,14.2,,,Analog,Sensor,Flow,,,,PV,High,3s,1.0,,,,,,,,,,1.0
,C-SDCW2-CL1-O-PV-482DRW1_LOAD,Central,SDCW,2,SD01,Cooler,1,Cooler,Others,482DRW1_LOAD,,ns=2;s=1:482DRW1_LOAD?Value,,Rotar Weighfeeder Loading %,%,0,200.0,,,Analog,Sensor,Others,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-I-PV-482DRW1_RAL_IT01,Central,SDCW,2,SD01,Cooler,1,Feeder+Regulators+Kiln,Weigh Feeder+Rotary Air Lock,482DRW1_RAL_IT01,,ns=2;s=1:482DRW1_RAL_IT01?Value,,Kiln Rotary WF RAL Current,Amps,0,10.5,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-R-PV-482DRW1_RAL_ST01,Central,SDCW,2,SD01,Cooler,1,Feeder+Regulators+Kiln,Weigh Feeder+Rotary Air Lock,482DRW1_RAL_ST01,,ns=2;s=1:482DRW1_RAL_ST01?Value,,Kiln Rotary WF RAL Speed,RPM,0,3000.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,1.0,,,,,
,C-SDCW2-CL1-I-PV-482DRW1_RTR_IT01,Central,SDCW,2,SD01,Cooler,1,Cooler,Others,482DRW1_RTR_IT01,,ns=2;s=1:482DRW1_RTR_IT01?Value,,Rotar Weighfeeder Rotar Current,Amps,0,24.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-R-PV-482DRW1_RTR_ST01,Central,SDCW,2,SD01,Cooler,1,Cooler,Others,482DRW1_RTR_ST01,,ns=2;s=1:482DRW1_RTR_ST01?Value,,Rotar Weighfeeder Rotar Speed,RPM,0,3000.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,1.0,,,,,
,C-SDCW2-CL1-O-PV-482SFF1_WT01,Central,SDCW,2,SD01,Cooler,1,Storage+Calciner,Bin+Calciner,482SFF1_WT01,,ns=2;s=1:482SFF1_WT01?Value,,"Calciner Coal Dose Sys, Bin Weight",Tons,0,75.0,,,Analog,Sensor,Others,,,,PV,High,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-I-PV-492DB1_IT01,Central,SDCW,2,SD01,Cooler,1,Conveyor,Deep Pan Conveyor,492DB1_IT01,,ns=2;s=1:492DB1_IT01?Value,,"Deep Pan Conveyor, Current",Amps,0,100.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,C-SDCW2-CL1-T-PV-492DB1_TT01,Central,SDCW,2,SD01,Cooler,1,Conveyor,Deep Pan Conveyor,492DB1_TT01,,ns=2;s=1:492DB1_TT01?Value,,DPC Clinker Temperature,Deg C,-18,400.0,,,Analog,Sensor,Temperature,,,,PV,Low,3s,1.0,,,,,,,,,,
,C-SDCW2-CL1-I-PV-492DB2_IT01,Central,SDCW,2,SD01,Cooler,1,Conveyor,Deep Pan Conveyor,492DB2_IT01,,ns=2;s=1:492DB2_IT01?Value,,"Deep Pan Conveyor, Current",Amps,0,100.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
